Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
57.0,non-binary,47921,doctorate,6,skiing,515,rural,123.0,226,winter,0,0,1
38.0,female,23078,master,2,sunbathing,3873,suburban,253.0,286,summer,1,0,0
22.0,female,53622,master,5,hiking,1427,urban,25.0,15,winter,1,0,0
28.0,non-binary,37535,high school,9,hiking,3514,suburban,88.0,280,fall,0,1,1
,non-binary,52808,master,9,swimming,2149,urban,217.0,99,fall,1,1,0
26.0,female,59500,high school,1,sunbathing,4079,rural,137.0,266,winter,1,1,0
28.0,female,116645,master,5,swimming,4375,rural,5.0,280,spring,0,1,0
54.0,male,99308,master,8,swimming,866,urban,114.0,274,spring,0,1,0
58.0,non-binary,29150,doctorate,4,skiing,2388,rural,33.0,51,fall,0,1,1
18.0,male,66225,doctorate,7,sunbathing,4011,suburban,129.0,207,winter,1,1,0
43.0,male,78838,bachelor,4,skiing,4203,urban,162.0,296,spring,0,0,1
27.0,male,39117,doctorate,8,sunbathing,4937,suburban,244.0,140,spring,1,0,0
,male,41881,doctorate,6,sunbathing,1600,urban,,78,fall,1,1,0
36.0,non-binary,27646,master,1,skiing,3231,urban,282.0,196,summer,0,1,0
33.0,non-binary,77940,doctorate,5,swimming,1852,urban,,252,fall,1,1,0
62.0,non-binary,77304,doctorate,0,sunbathing,3096,suburban,165.0,278,winter,0,1,0
54.0,male,117836,high school,0,sunbathing,2696,rural,5.0,282,spring,1,1,0
67.0,non-binary,61679,high school,9,skiing,3326,urban,127.0,58,fall,1,1,0
58.0,non-binary,86609,bachelor,1,sunbathing,4833,rural,0.0,196,fall,1,1,0
21.0,non-binary,23348,doctorate,2,hiking,1819,rural,133.0,150,fall,0,0,1
31.0,female,42000,high school,5,sunbathing,4072,rural,169.0,101,winter,1,1,0
47.0,male,38047,bachelor,1,swimming,913,urban,275.0,107,summer,1,0,0
24.0,non-binary,78656,bachelor,2,swimming,4768,urban,0.0,210,fall,0,1,0
29.0,non-binary,114427,doctorate,3,sunbathing,1968,rural,101.0,285,summer,1,0,0
41.0,male,60989,doctorate,1,skiing,2528,suburban,5.0,113,spring,1,1,1
56.0,male,45469,doctorate,6,sunbathing,4174,suburban,170.0,51,winter,1,0,0
60.0,non-binary,23968,high school,6,swimming,2074,suburban,32.0,132,summer,1,0,0
39.0,female,109120,bachelor,5,skiing,4277,suburban,274.0,59,spring,1,1,0
64.0,non-binary,49688,bachelor,8,hiking,2259,urban,123.0,236,spring,1,1,1
47.0,female,50794,bachelor,0,swimming,601,suburban,74.0,73,spring,1,1,0
56.0,male,64871,doctorate,0,swimming,4790,rural,73.0,297,fall,1,1,0
37.0,male,50814,bachelor,1,hiking,2538,suburban,84.0,235,spring,1,1,1
43.0,female,57076,high school,2,hiking,692,rural,96.0,233,winter,1,0,1
66.0,male,72312,master,3,skiing,1041,rural,114.0,100,winter,1,1,0
22.0,female,21169,bachelor,0,hiking,1717,urban,41.0,122,fall,0,0,1
57.0,non-binary,94210,high school,0,skiing,2379,urban,240.0,119,summer,1,0,0
59.0,non-binary,92127,doctorate,9,swimming,3107,rural,9.0,100,fall,0,0,0
23.0,male,45884,doctorate,0,sunbathing,3839,rural,286.0,81,spring,0,0,0
51.0,male,46956,master,9,swimming,3694,rural,43.0,24,winter,1,0,0
22.0,male,64115,master,5,skiing,2365,rural,122.0,110,spring,1,1,0
27.0,female,117547,doctorate,5,hiking,3212,suburban,250.0,3,fall,0,1,0
45.0,male,69067,doctorate,7,skiing,1676,suburban,267.0,139,fall,1,0,0
20.0,non-binary,108393,doctorate,9,skiing,3349,urban,281.0,50,winter,1,1,0
30.0,non-binary,36675,master,9,hiking,2818,urban,220.0,60,winter,0,1,0
65.0,non-binary,114096,doctorate,8,hiking,4703,rural,176.0,175,fall,1,0,0
64.0,female,96771,doctorate,3,sunbathing,3549,suburban,193.0,9,winter,0,0,0
19.0,non-binary,38705,master,0,sunbathing,4359,rural,182.0,251,winter,1,1,0
52.0,non-binary,55596,high school,0,skiing,902,suburban,268.0,79,winter,1,0,0
69.0,male,55788,doctorate,8,sunbathing,751,urban,103.0,23,winter,0,1,0
67.0,non-binary,47195,doctorate,3,hiking,991,urban,237.0,207,winter,1,0,0
69.0,male,111111,master,9,swimming,4559,suburban,222.0,235,fall,0,1,0
69.0,non-binary,64027,high school,3,sunbathing,1849,rural,96.0,138,fall,0,1,0
64.0,non-binary,32719,bachelor,6,sunbathing,1018,rural,121.0,145,spring,0,0,0
45.0,male,82018,high school,9,swimming,1161,urban,181.0,96,fall,1,1,0
,male,88539,bachelor,5,skiing,2257,urban,292.0,181,summer,1,0,0
40.0,non-binary,57257,bachelor,7,sunbathing,2147,rural,118.0,63,summer,0,0,0
60.0,female,41635,bachelor,1,skiing,1659,rural,272.0,83,summer,1,0,0
40.0,female,99595,master,1,sunbathing,4107,suburban,54.0,19,spring,1,1,0
,male,75421,high school,5,swimming,3446,urban,183.0,19,fall,0,0,0
58.0,male,76256,bachelor,1,skiing,1663,rural,276.0,29,winter,1,1,0
56.0,non-binary,34524,master,7,swimming,1809,suburban,,35,winter,0,0,0
49.0,female,85988,bachelor,3,hiking,1766,urban,89.0,65,winter,1,1,0
19.0,female,88654,master,3,swimming,4063,rural,241.0,16,fall,0,0,0
64.0,non-binary,47325,master,0,swimming,4964,suburban,133.0,211,spring,1,1,0
61.0,female,61542,doctorate,9,skiing,4811,suburban,290.0,53,fall,1,1,0
65.0,non-binary,112720,bachelor,9,sunbathing,4200,rural,146.0,191,summer,0,0,0
33.0,non-binary,92535,high school,7,hiking,4355,rural,26.0,14,spring,1,1,0
33.0,male,20455,doctorate,1,skiing,3420,suburban,181.0,103,winter,0,0,0
68.0,non-binary,99261,master,6,sunbathing,2106,rural,246.0,235,winter,0,0,0
20.0,female,31663,doctorate,2,skiing,1227,urban,,34,spring,1,1,0
45.0,female,57211,master,8,swimming,1355,urban,,270,winter,0,1,0
,non-binary,29408,master,5,sunbathing,3111,rural,174.0,284,fall,0,0,0
37.0,male,111914,bachelor,3,sunbathing,4189,urban,47.0,10,spring,1,1,0
53.0,female,31709,master,4,hiking,2403,rural,65.0,254,fall,1,0,1
50.0,male,39749,doctorate,6,hiking,3237,urban,288.0,151,spring,1,1,0
39.0,non-binary,103710,master,9,sunbathing,3780,suburban,296.0,76,summer,0,1,0
25.0,non-binary,61214,high school,8,swimming,1194,suburban,155.0,296,spring,0,1,0
64.0,female,26236,high school,5,sunbathing,2635,rural,,190,spring,1,1,0
,female,42366,bachelor,0,sunbathing,1984,suburban,168.0,87,summer,0,1,0
54.0,male,94298,master,0,skiing,1915,suburban,204.0,94,fall,0,0,0
37.0,non-binary,113330,high school,9,skiing,3436,rural,,145,summer,1,0,1
29.0,male,65320,high school,9,hiking,4316,rural,,135,spring,0,1,1
37.0,female,104575,master,2,skiing,937,urban,136.0,188,winter,0,1,1
37.0,female,94590,high school,1,skiing,1616,rural,120.0,36,summer,1,0,0
21.0,male,84196,high school,2,sunbathing,1143,rural,225.0,118,spring,1,1,0
47.0,non-binary,88374,bachelor,0,swimming,1492,urban,184.0,189,summer,1,0,0
48.0,female,88461,bachelor,6,hiking,1883,rural,270.0,224,fall,0,1,0
39.0,non-binary,84182,high school,1,skiing,768,rural,2.0,173,winter,0,0,1
32.0,female,22132,bachelor,0,swimming,4788,suburban,,180,fall,1,0,0
55.0,non-binary,92556,master,3,skiing,2774,urban,291.0,196,fall,0,0,0
54.0,female,99928,bachelor,7,hiking,1111,urban,121.0,86,fall,1,1,0
45.0,non-binary,20915,master,2,sunbathing,1372,rural,49.0,135,summer,1,1,0
28.0,non-binary,53147,bachelor,9,swimming,2649,urban,287.0,59,winter,0,0,0
31.0,female,72910,bachelor,8,sunbathing,1925,urban,130.0,62,fall,1,1,0
28.0,non-binary,71078,master,7,hiking,1292,rural,154.0,258,spring,1,1,1
,non-binary,58839,master,1,swimming,4800,suburban,,15,summer,0,0,0
41.0,female,60563,high school,7,hiking,1754,urban,234.0,9,spring,1,1,0
27.0,male,110548,high school,3,hiking,4887,rural,65.0,256,fall,0,1,1
,female,72560,doctorate,2,swimming,2768,urban,51.0,175,summer,1,1,0
60.0,male,87741,bachelor,6,hiking,2205,rural,68.0,255,spring,0,1,1
58.0,female,85731,doctorate,9,hiking,3749,rural,137.0,106,spring,1,1,0
54.0,male,64547,high school,2,skiing,2456,suburban,61.0,276,summer,0,1,1
59.0,male,77329,doctorate,0,hiking,3849,suburban,53.0,292,fall,0,1,1
,female,112324,doctorate,1,sunbathing,2057,urban,10.0,178,spring,0,1,0
37.0,non-binary,84038,high school,3,sunbathing,3196,rural,148.0,23,fall,0,0,0
31.0,female,82499,bachelor,1,swimming,1725,rural,172.0,0,spring,1,1,0
55.0,male,43182,bachelor,5,skiing,4896,rural,234.0,165,fall,0,1,0
21.0,male,60405,master,3,hiking,2208,rural,242.0,91,spring,0,1,0
,male,99690,master,3,hiking,3376,urban,50.0,93,summer,0,0,1
49.0,female,71875,master,4,swimming,2886,urban,78.0,176,spring,1,1,0
27.0,male,25628,high school,5,sunbathing,1483,suburban,239.0,146,spring,0,1,0
60.0,non-binary,88447,high school,9,swimming,2383,rural,129.0,238,spring,1,0,0
,non-binary,116018,doctorate,9,sunbathing,2793,suburban,57.0,39,fall,1,1,0
56.0,non-binary,89449,doctorate,0,sunbathing,1040,rural,57.0,193,winter,0,1,0
49.0,female,35082,doctorate,5,hiking,3123,urban,50.0,256,summer,0,0,1
35.0,non-binary,52720,master,9,hiking,2393,urban,212.0,23,summer,1,1,0
42.0,female,24842,master,5,sunbathing,1274,suburban,45.0,289,summer,1,1,0
24.0,male,39455,doctorate,0,swimming,608,rural,120.0,151,summer,0,1,0
64.0,female,99870,bachelor,9,hiking,3442,urban,271.0,122,fall,1,0,0
68.0,non-binary,112074,doctorate,3,skiing,3518,rural,234.0,175,summer,1,0,0
35.0,female,31511,doctorate,8,skiing,2849,urban,0.0,58,winter,0,0,1
64.0,female,96794,master,4,skiing,3082,suburban,150.0,56,summer,1,0,0
35.0,female,104588,master,3,skiing,1266,rural,36.0,185,winter,0,0,1
20.0,female,106137,high school,5,skiing,2101,rural,1.0,296,summer,0,1,1
18.0,male,68242,high school,1,sunbathing,965,rural,291.0,191,spring,0,0,0
50.0,female,32256,doctorate,4,sunbathing,1598,urban,86.0,77,summer,0,1,0
24.0,female,41715,master,9,hiking,4099,urban,,284,fall,0,1,1
27.0,female,34093,master,0,sunbathing,3822,rural,291.0,278,summer,0,1,0
,male,71099,master,9,swimming,2236,suburban,137.0,123,winter,1,0,0
25.0,male,34579,bachelor,1,skiing,1276,urban,240.0,45,fall,1,0,0
,male,44827,master,2,sunbathing,970,suburban,23.0,60,winter,0,0,0
40.0,female,21255,bachelor,5,skiing,750,rural,254.0,115,winter,1,1,0
34.0,female,59557,high school,5,swimming,4664,suburban,196.0,132,spring,1,1,0
31.0,male,20244,master,0,skiing,1817,urban,102.0,148,winter,1,1,1
,female,32394,master,3,sunbathing,661,rural,,78,summer,0,1,0
42.0,female,113445,high school,8,skiing,2262,urban,97.0,221,winter,0,0,1
,male,115466,doctorate,8,sunbathing,2745,suburban,251.0,54,winter,1,0,0
23.0,male,48676,high school,8,sunbathing,3514,urban,6.0,274,summer,1,1,0
37.0,non-binary,46817,doctorate,6,swimming,1250,suburban,159.0,185,winter,0,1,0
66.0,male,21221,bachelor,0,hiking,4704,rural,115.0,42,fall,0,1,0
37.0,male,58029,high school,9,skiing,735,urban,115.0,148,winter,0,1,1
43.0,male,57965,doctorate,3,sunbathing,4793,rural,201.0,147,winter,0,1,0
49.0,male,70525,high school,2,hiking,2943,suburban,276.0,10,fall,0,0,0
25.0,female,97612,bachelor,8,skiing,1739,suburban,220.0,142,winter,0,1,0
62.0,male,21191,doctorate,0,hiking,1645,suburban,31.0,123,fall,0,0,1
65.0,female,118007,high school,2,hiking,696,rural,156.0,210,fall,1,0,1
61.0,female,39530,master,6,skiing,1320,rural,158.0,247,fall,0,0,1
46.0,male,43117,high school,0,swimming,4925,urban,291.0,25,winter,0,0,0
34.0,male,99253,master,8,swimming,2019,urban,122.0,195,fall,1,1,0
35.0,non-binary,29090,master,9,skiing,2049,urban,68.0,131,spring,1,0,1
57.0,female,22460,high school,7,hiking,843,suburban,24.0,209,spring,0,1,1
35.0,male,52815,master,8,hiking,2259,rural,47.0,130,summer,0,1,1
28.0,female,60173,doctorate,9,skiing,774,suburban,54.0,235,spring,0,1,1
,non-binary,32807,doctorate,7,hiking,3742,rural,246.0,294,winter,0,1,1
29.0,male,37072,doctorate,9,skiing,4112,urban,72.0,89,summer,0,1,1
32.0,non-binary,117414,high school,5,swimming,3815,suburban,83.0,53,summer,1,0,0
43.0,female,40356,high school,2,sunbathing,3591,rural,222.0,29,winter,0,1,0
20.0,non-binary,110878,bachelor,6,hiking,4164,urban,87.0,219,fall,0,1,1
20.0,non-binary,49267,master,7,skiing,4544,suburban,221.0,263,fall,1,0,1
55.0,female,64720,high school,5,skiing,1940,urban,242.0,242,fall,0,1,0
52.0,female,94949,high school,1,hiking,3511,urban,281.0,246,summer,0,0,0
26.0,female,112635,master,2,skiing,2612,suburban,213.0,196,winter,1,1,0
60.0,female,58414,doctorate,5,swimming,3439,suburban,10.0,169,fall,0,0,0
57.0,female,105876,doctorate,5,hiking,4141,urban,18.0,196,fall,1,0,1
21.0,female,20620,high school,9,skiing,2097,rural,234.0,145,fall,0,0,0
37.0,non-binary,70696,master,3,sunbathing,1299,rural,88.0,158,spring,1,1,0
32.0,female,61390,bachelor,9,hiking,4284,suburban,12.0,168,winter,0,1,1
,female,33675,bachelor,4,skiing,3985,suburban,116.0,11,spring,1,1,0
22.0,female,111560,bachelor,4,sunbathing,3836,rural,272.0,16,fall,0,0,0
56.0,female,78935,doctorate,2,swimming,3331,suburban,,110,winter,1,1,0
57.0,male,83177,master,3,skiing,1422,rural,43.0,214,spring,1,1,1
24.0,non-binary,74703,master,6,swimming,2330,urban,89.0,105,spring,0,1,0
25.0,non-binary,53085,master,8,sunbathing,950,suburban,210.0,199,summer,0,1,0
49.0,male,95608,high school,8,skiing,3711,urban,198.0,57,winter,0,1,0
,non-binary,39540,,2,skiing,4370,urban,180.0,167,winter,0,1,0
50.0,non-binary,113854,high school,2,swimming,4243,urban,103.0,95,winter,1,1,0
54.0,female,53473,high school,5,sunbathing,557,suburban,290.0,173,summer,1,1,0
49.0,non-binary,53385,high school,0,swimming,2975,rural,107.0,70,fall,1,1,0
,male,55687,master,4,sunbathing,2348,rural,47.0,8,spring,1,1,0
53.0,non-binary,69807,bachelor,3,skiing,2713,rural,191.0,295,spring,1,1,1
51.0,male,45264,bachelor,9,skiing,2571,rural,12.0,193,spring,0,1,1
66.0,male,50366,high school,0,hiking,2567,suburban,128.0,13,summer,1,1,0
42.0,non-binary,90219,bachelor,7,hiking,3849,urban,0.0,299,spring,1,0,1
61.0,female,53302,doctorate,2,sunbathing,2648,suburban,142.0,174,summer,0,1,0
,male,41737,high school,8,skiing,592,urban,79.0,266,summer,0,1,1
,non-binary,78469,bachelor,0,hiking,2592,rural,152.0,205,spring,1,0,1
26.0,non-binary,71051,bachelor,8,swimming,4292,suburban,131.0,43,summer,0,0,0
55.0,female,99885,bachelor,4,swimming,2701,urban,,203,spring,0,0,0
46.0,female,92800,high school,5,skiing,2099,rural,100.0,159,summer,0,0,1
55.0,non-binary,103119,master,3,skiing,3578,urban,281.0,254,winter,1,1,0
,female,40271,doctorate,1,swimming,4250,urban,143.0,147,winter,0,0,0
39.0,male,98853,bachelor,9,hiking,3412,urban,174.0,194,fall,0,0,1
52.0,non-binary,99638,master,7,swimming,2680,suburban,87.0,112,fall,0,1,0
32.0,female,36687,doctorate,0,sunbathing,1953,rural,206.0,234,winter,0,0,0
24.0,non-binary,109916,master,7,sunbathing,3851,suburban,64.0,156,fall,0,1,0
30.0,female,70846,high school,2,hiking,826,rural,152.0,101,fall,1,1,0
59.0,male,33799,high school,3,skiing,1490,suburban,91.0,97,summer,1,1,1
53.0,non-binary,81060,,9,swimming,3370,urban,,55,winter,0,0,0
,female,105826,high school,3,sunbathing,738,suburban,56.0,74,winter,1,0,0
58.0,male,118981,doctorate,2,swimming,4370,urban,177.0,297,fall,1,0,0
38.0,male,77588,bachelor,9,skiing,2699,suburban,255.0,179,fall,0,0,0
45.0,female,116155,high school,2,swimming,3892,suburban,257.0,240,summer,0,0,0
27.0,non-binary,41022,high school,4,skiing,2950,urban,277.0,17,spring,0,1,0
,female,93397,bachelor,6,skiing,4796,suburban,114.0,113,summer,0,0,0
,female,68917,high school,2,hiking,2191,rural,295.0,128,fall,1,1,0
18.0,male,97503,master,2,swimming,2341,urban,287.0,182,summer,0,1,0
30.0,female,52555,master,5,sunbathing,4941,urban,,101,spring,1,0,0
53.0,female,55796,master,7,hiking,4263,rural,57.0,46,fall,1,0,0
64.0,non-binary,22222,bachelor,7,skiing,1250,rural,,246,summer,1,1,0
59.0,female,116724,master,0,skiing,3281,suburban,50.0,15,summer,1,1,0
37.0,non-binary,26661,bachelor,5,hiking,4220,urban,0.0,127,fall,1,0,1
58.0,female,42537,master,2,hiking,734,rural,94.0,144,fall,0,0,1
57.0,male,94297,high school,8,sunbathing,4413,suburban,175.0,200,summer,0,0,0
69.0,female,22599,doctorate,0,swimming,1657,urban,,34,winter,1,0,0
23.0,non-binary,114870,high school,7,skiing,3728,urban,92.0,63,fall,1,0,0
40.0,non-binary,81254,high school,9,skiing,1594,rural,156.0,126,fall,1,0,0
59.0,female,64759,bachelor,9,swimming,2739,suburban,,67,summer,1,0,0
41.0,female,45230,master,6,skiing,4214,suburban,152.0,104,fall,0,0,0
69.0,female,65014,doctorate,3,sunbathing,1070,rural,114.0,108,winter,1,1,0
66.0,non-binary,118180,doctorate,7,skiing,3573,urban,268.0,274,spring,0,1,1
22.0,non-binary,48968,,8,hiking,4392,suburban,62.0,24,spring,1,0,0
49.0,male,28083,high school,1,swimming,1847,suburban,161.0,149,winter,0,1,0
63.0,female,34131,bachelor,9,hiking,3818,urban,120.0,18,summer,1,1,0
34.0,non-binary,77097,master,7,hiking,3129,rural,289.0,177,spring,1,0,0
28.0,non-binary,70552,bachelor,4,swimming,4892,rural,86.0,228,summer,1,1,0
44.0,non-binary,20342,master,1,swimming,3361,urban,280.0,157,summer,1,0,0
21.0,non-binary,85178,master,2,hiking,3300,urban,150.0,232,winter,1,0,1
40.0,male,30090,bachelor,0,hiking,2172,suburban,165.0,149,winter,1,0,0
40.0,non-binary,65165,doctorate,1,swimming,4094,rural,110.0,124,spring,1,0,0
66.0,non-binary,70747,high school,9,hiking,924,urban,38.0,147,winter,1,0,1
,female,41499,master,3,skiing,2505,suburban,46.0,159,spring,0,0,1
38.0,male,22428,bachelor,0,sunbathing,2648,rural,185.0,100,winter,1,0,0
39.0,male,49557,high school,8,hiking,2324,urban,,282,spring,1,0,1
18.0,male,32805,doctorate,0,swimming,4837,rural,16.0,87,fall,1,0,0
49.0,female,118927,bachelor,9,sunbathing,4412,rural,239.0,148,winter,1,1,0
45.0,male,99052,doctorate,7,swimming,3041,urban,178.0,285,winter,0,0,0
,non-binary,22843,bachelor,8,sunbathing,4999,rural,195.0,54,winter,0,0,0
24.0,male,105135,bachelor,1,skiing,1724,rural,251.0,157,spring,0,0,0
55.0,non-binary,65584,bachelor,8,hiking,4813,suburban,241.0,33,winter,1,0,0
23.0,male,84248,master,8,sunbathing,2997,rural,6.0,27,spring,1,1,0
31.0,male,76174,high school,9,skiing,1188,rural,87.0,266,winter,1,0,1
47.0,non-binary,26622,bachelor,4,skiing,1034,suburban,283.0,92,winter,0,0,0
61.0,female,87593,master,4,hiking,2753,rural,28.0,54,summer,1,1,1
63.0,female,101054,master,0,swimming,2799,rural,231.0,216,summer,0,0,0
31.0,female,54726,high school,9,sunbathing,2488,urban,179.0,122,fall,1,1,0
61.0,non-binary,62217,doctorate,8,hiking,2427,urban,159.0,162,fall,0,0,1
58.0,non-binary,67237,bachelor,4,swimming,1150,urban,142.0,159,winter,0,1,0
26.0,male,118131,bachelor,7,skiing,601,urban,200.0,55,spring,0,0,0
48.0,male,94600,high school,4,sunbathing,2620,rural,,257,fall,0,0,0
19.0,non-binary,118964,high school,1,hiking,2050,urban,265.0,82,fall,0,1,0
35.0,male,23983,master,3,hiking,3637,rural,207.0,121,spring,1,0,0
22.0,male,23224,master,5,sunbathing,1312,urban,78.0,47,spring,0,0,0
43.0,female,94150,high school,5,skiing,3621,urban,227.0,269,fall,0,1,1
40.0,non-binary,62145,high school,8,skiing,3847,urban,67.0,214,spring,0,1,1
29.0,female,48685,doctorate,6,skiing,4149,suburban,,196,summer,1,1,1
31.0,male,114136,master,3,hiking,3995,urban,56.0,79,winter,0,1,1
30.0,male,47990,doctorate,5,hiking,3459,rural,262.0,65,winter,0,1,0
52.0,female,34931,bachelor,2,hiking,1825,urban,169.0,200,summer,0,0,1
64.0,non-binary,67564,high school,4,skiing,4397,suburban,144.0,274,spring,0,1,1
32.0,male,43200,high school,8,swimming,1998,suburban,296.0,67,spring,1,0,0
52.0,non-binary,22847,doctorate,9,skiing,1688,urban,204.0,17,winter,0,0,0
69.0,female,80649,doctorate,3,hiking,4317,rural,173.0,268,fall,1,0,1
36.0,male,70614,bachelor,8,skiing,1010,rural,23.0,199,fall,1,1,1
32.0,female,70460,doctorate,5,hiking,1464,suburban,17.0,37,fall,0,1,1
68.0,non-binary,23994,doctorate,2,skiing,2788,urban,296.0,30,spring,0,0,0
25.0,male,51589,doctorate,9,skiing,2844,suburban,266.0,245,fall,0,0,0
40.0,non-binary,24733,doctorate,2,skiing,2245,urban,229.0,106,fall,0,0,0
30.0,non-binary,76006,doctorate,7,sunbathing,3223,urban,291.0,150,summer,1,0,0
40.0,male,113510,bachelor,0,hiking,1534,urban,30.0,271,spring,0,1,1
,female,43004,,4,sunbathing,804,suburban,50.0,26,fall,1,1,0
47.0,male,70023,doctorate,2,skiing,4113,suburban,221.0,157,summer,0,1,0
59.0,non-binary,96789,bachelor,5,sunbathing,3237,suburban,103.0,79,spring,0,0,0
19.0,non-binary,24603,high school,8,hiking,3747,rural,148.0,284,summer,1,0,1
28.0,non-binary,60833,master,4,skiing,4340,rural,191.0,190,fall,0,0,0
42.0,male,63856,bachelor,8,hiking,1965,urban,65.0,70,fall,0,1,1
46.0,non-binary,115501,master,0,sunbathing,851,urban,0.0,295,winter,1,0,0
39.0,male,80341,bachelor,7,hiking,2482,rural,224.0,29,summer,1,0,0
36.0,male,113312,bachelor,1,sunbathing,1848,rural,258.0,96,summer,1,0,0
26.0,non-binary,43495,high school,2,hiking,1561,urban,117.0,114,summer,0,0,0
58.0,non-binary,38472,master,3,skiing,2652,rural,185.0,228,summer,0,1,1
55.0,non-binary,82288,doctorate,3,sunbathing,4273,rural,158.0,94,summer,0,1,0
46.0,female,37452,master,8,swimming,1809,urban,179.0,164,winter,1,0,0
27.0,female,35495,doctorate,6,skiing,2645,suburban,162.0,143,winter,0,1,0
39.0,female,37268,doctorate,9,swimming,1574,rural,140.0,67,fall,1,1,0
41.0,non-binary,91813,high school,4,swimming,2131,urban,130.0,164,fall,0,1,0
25.0,non-binary,40914,high school,2,swimming,1062,suburban,116.0,167,summer,1,1,0
64.0,female,63997,doctorate,2,skiing,1153,suburban,298.0,127,summer,1,0,0
23.0,male,80182,bachelor,3,hiking,1937,rural,242.0,248,summer,1,1,1
24.0,female,56302,master,2,hiking,3675,urban,77.0,276,spring,1,0,1
37.0,female,63067,bachelor,9,hiking,816,suburban,23.0,166,fall,0,1,1
